age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group,total_contacts,contact_pressure,high_contact_flag,never_contacted_before,recent_contact,pdays_bucket,prev_success,prev_contact_flag,engagement_score
37,technician,married,secondary,0,-0.1078509205332967,1,0,cellular,18,nov,0.4840401262687935,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
28,services,single,secondary,0,-1.6411858023575066,1,1,unknown,21,may,1.998950550774473,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
56,admin.,married,secondary,0,0.4022393397863433,0,1,unknown,9,jun,1.3539528370869245,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
59,admin.,married,secondary,0,-0.3846805720524784,1,0,cellular,12,may,-0.326058291672042,2,350,1,0,1,0,Senior,3,1.0,0,0,0,never,0,1,0
32,unemployed,married,secondary,0,-0.4363107763305577,1,0,unknown,6,may,1.1381208606353217,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
57,retired,married,primary,0,0.090281595265537,1,0,cellular,15,jul,0.4147005350399105,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
49,admin.,single,secondary,0,-0.0042722643110429,1,0,telephone,21,nov,-2.554550061816179,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
56,entrepreneur,married,unknown,0,-0.1630460030113398,0,0,unknown,20,jun,-2.1416479794936323,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
48,admin.,divorced,unknown,0,-0.5914432088370251,0,0,cellular,14,may,0.2782035907330444,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
27,student,single,tertiary,0,0.8994696253300795,1,0,cellular,22,may,0.0508593783990168,1,98,6,1,1,1,Young,7,0.1428571428571428,0,0,0,cold,0,1,0
31,management,single,tertiary,0,-0.1634564272194021,1,0,cellular,16,jul,0.8907641045677386,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
28,blue-collar,single,secondary,0,-0.4135002989016624,0,0,unknown,19,may,0.005897979823894,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
36,management,married,tertiary,0,-0.2248039163382335,0,0,unknown,28,may,-0.4684781907331588,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
58,housemaid,married,primary,0,-0.4453824591762855,1,0,telephone,9,jul,-0.2606543479399819,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
46,admin.,married,secondary,0,-0.4453824591762855,1,1,cellular,20,apr,0.2595224922130293,2,259,2,0,1,0,Senior,4,0.6666666666666666,0,0,0,never,0,1,0
32,management,single,tertiary,0,-0.2051455363983664,1,0,cellular,7,aug,-0.7626740617525385,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
39,services,married,secondary,0,-2.0175372362927733,0,0,unknown,6,jun,-1.7709351168323606,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
35,self-employed,married,tertiary,0,-0.169214996346054,1,0,cellular,2,apr,-1.175544418357644,1,136,1,0,1,0,Adult,2,0.5,0,0,0,cold,0,1,0
31,management,married,tertiary,0,-0.2701895503492333,1,0,cellular,18,jul,2.2298397057770694,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
29,management,single,tertiary,0,-0.2209310860859776,0,0,cellular,5,aug,1.1455988402460748,1,92,1,1,1,1,Young,2,0.5,0,0,0,cold,0,1,0
48,blue-collar,married,primary,0,-0.1634564272194021,0,0,cellular,5,aug,0.6937228774019247,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
60,retired,married,primary,0,-0.4453824591762855,0,0,telephone,30,jul,-0.3951702287031097,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
74,retired,married,secondary,0,-0.0216087399614705,0,0,cellular,26,jan,-0.6594558049915068,1,104,1,0,1,0,Old,2,0.5,0,0,0,cold,0,1,0
30,services,married,secondary,0,-0.113006797647544,1,0,unknown,29,may,1.241832482597195,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
52,admin.,single,primary,0,-0.4453824591762855,0,0,unknown,19,may,-0.0407072669918577,11,-1,0,0,0,0,Senior,11,11.0,1,1,0,never,0,0,0
24,blue-collar,married,secondary,0,-0.9977634085506684,1,0,cellular,2,apr,-0.7626740617525385,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
29,services,married,secondary,0,2.968904980519508,1,0,unknown,28,may,0.4063031218759076,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
33,housemaid,married,primary,0,-0.3229086180786243,1,0,cellular,11,jul,0.3547820248127576,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
34,blue-collar,married,secondary,0,-0.3989426570558507,1,1,unknown,8,may,1.5136950680456884,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
45,admin.,divorced,secondary,0,-0.4453824591762855,0,0,cellular,29,oct,0.3721772546840746,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
31,blue-collar,married,secondary,0,-0.4453824591762855,0,1,telephone,15,jul,0.4188796322474716,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
45,technician,married,secondary,0,0.2432811927937343,0,0,cellular,23,oct,-0.9248815975927784,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
27,services,married,secondary,0,-4.442044299025021,1,0,unknown,4,jun,1.6565171502748297,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
30,management,single,tertiary,0,1.0421534793954026,0,0,cellular,25,aug,-0.3038665174105017,4,-1,0,0,0,0,Young,4,4.0,1,1,0,never,0,0,0
45,blue-collar,married,primary,0,-0.4453824591762855,0,0,cellular,26,aug,1.0156615223229706,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
57,blue-collar,married,secondary,0,0.1906752487137444,1,1,cellular,18,may,-0.6398708851212029,2,178,5,0,1,0,Senior,7,0.3333333333333333,0,0,0,cold,0,1,0
34,management,married,tertiary,0,0.1161566352094996,0,0,telephone,30,jan,1.187268808883962,3,158,7,0,1,0,Adult,10,0.375,0,0,0,cold,0,1,0
40,admin.,married,secondary,0,-0.4453824591762855,1,1,cellular,17,nov,-1.1913132092997414,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
39,management,married,tertiary,0,-0.2373772504182218,0,0,cellular,9,apr,1.1455988402460748,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
46,technician,married,tertiary,0,-0.23476371746041,0,0,cellular,11,aug,-0.333546143835474,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
55,management,divorced,tertiary,0,2.549662297188304,1,0,cellular,5,jun,-0.6302003588078081,2,95,1,1,1,0,Senior,3,1.0,0,0,0,cold,0,1,0
25,management,single,tertiary,0,0.5192666605181071,0,0,cellular,17,feb,1.097579207212209,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
34,management,married,tertiary,0,-0.1138014224566468,0,0,cellular,5,aug,-0.1394116988856791,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,blue-collar,married,primary,0,-0.2356341737456308,1,0,cellular,8,may,0.5873643515710065,2,338,1,0,1,1,Adult,3,1.0,0,0,0,never,0,1,0
64,retired,divorced,tertiary,0,-0.0387065900682256,0,0,cellular,3,jul,1.2112402928737234,3,-1,0,0,0,0,Old,3,3.0,0,1,0,never,0,0,0
45,technician,divorced,secondary,0,-0.0698538935328419,1,0,cellular,13,may,-0.2120859572370491,2,363,4,0,1,0,Adult,6,0.4,0,0,0,never,0,1,0
57,housemaid,married,secondary,0,-0.3496910054258434,1,0,telephone,10,jul,-0.9629016454097278,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
21,student,single,unknown,0,-0.360499801790172,1,0,unknown,12,may,0.0508593783990168,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
58,housemaid,married,secondary,0,0.5827334821955362,0,0,telephone,14,aug,-0.3410803033792866,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
41,blue-collar,single,secondary,0,-0.3942961400746951,1,0,unknown,1,jul,1.0820807697336652,9,-1,0,1,0,0,Adult,9,9.0,1,1,0,never,0,0,0
41,management,married,unknown,0,0.5035121149200952,1,0,unknown,9,may,0.4599720570010501,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
58,management,married,tertiary,0,-0.1770688061025155,1,0,cellular,8,may,-0.6793759405733744,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
33,management,married,tertiary,0,-0.2875135642664569,1,0,cellular,15,may,0.0563701323260883,2,274,3,0,1,0,Adult,5,0.5,0,0,0,never,0,1,0
32,management,married,tertiary,0,-0.2939904481057841,1,1,cellular,18,jul,-0.6894656500691742,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
44,services,divorced,secondary,0,-0.4453824591762855,1,0,unknown,4,jun,0.8270639961364012,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
47,unknown,married,unknown,0,-0.1217688028340267,0,0,cellular,7,aug,0.8114649701297576,1,99,4,0,1,1,Senior,5,0.2,0,0,0,cold,0,1,0
41,self-employed,married,primary,0,-0.2634457608444948,0,0,unknown,6,jun,-1.5693537554147403,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
54,technician,married,tertiary,0,-0.3813593866697625,0,0,cellular,8,aug,0.9201220920133276,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
47,technician,divorced,tertiary,0,-0.2038748272990032,1,0,telephone,7,may,2.0103193388008576,1,366,1,0,1,0,Senior,2,0.5,0,0,0,never,0,1,0
32,management,single,tertiary,0,0.5585901016906077,0,0,cellular,28,aug,-0.9124902053637296,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
59,housemaid,married,tertiary,0,-0.4453824591762855,0,1,cellular,29,jul,0.786141614371023,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
29,technician,single,tertiary,0,0.4608063373962094,0,0,cellular,2,feb,-0.4353435971716211,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
48,services,married,secondary,1,-0.4798597339658599,0,0,cellular,20,aug,-0.3038665174105017,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
32,technician,single,secondary,0,-0.314246603097238,1,0,cellular,18,may,0.9826625438477702,1,266,8,1,1,0,Adult,9,0.1111111111111111,0,0,0,never,0,1,0
46,management,divorced,secondary,0,-3.120784705178759,0,1,cellular,29,aug,1.6188603043801986,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
31,blue-collar,single,primary,0,-1.176806822480619,0,0,unknown,21,may,0.4436851483748522,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
53,blue-collar,married,secondary,0,-0.4253181378173461,0,0,cellular,22,aug,1.2040896819479832,2,-1,0,1,0,0,Senior,2,2.0,0,1,0,never,0,0,0
34,technician,single,tertiary,0,2.573945477373723,1,0,cellular,20,nov,-0.4110792020818707,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
48,services,single,unknown,0,1.297544434846971,1,0,unknown,16,jun,-0.9889889898856716,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,technician,married,secondary,0,-0.1177802773515437,0,0,cellular,20,aug,-0.1719204912563499,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
31,management,married,secondary,0,0.1368278211675258,1,0,cellular,12,aug,-0.4030984969858823,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
27,blue-collar,single,primary,0,-0.8799115245026324,1,0,cellular,15,may,-1.240059207761592,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
60,admin.,married,secondary,0,-1.5406475872351415,1,0,cellular,11,may,0.9854415270097846,1,350,1,0,1,0,Senior,2,0.5,0,0,0,never,0,1,0
34,blue-collar,single,tertiary,0,0.0069608656036011,1,0,unknown,6,may,-0.3486613953776309,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
52,self-employed,married,secondary,0,-0.4371118440884504,0,1,unknown,6,jun,-1.420934633178454,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
48,blue-collar,married,secondary,0,0.0615997512273624,1,1,cellular,15,may,2.2810095533296275,9,-1,0,0,0,0,Senior,9,9.0,1,1,0,never,0,0,0
45,technician,married,primary,0,-1.3060978546962303,0,0,unknown,9,jun,0.1919652746057183,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
54,technician,divorced,secondary,0,0.0451169102117991,1,0,cellular,30,jan,-0.864247546266032,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
52,services,married,secondary,0,0.3777917278282022,0,0,cellular,10,jul,0.1870037264096319,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
47,entrepreneur,married,tertiary,0,-0.2115193988024488,1,0,cellular,29,jul,0.0001648543239203,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
54,unknown,married,secondary,0,0.060869477089019,0,0,cellular,26,may,-0.6793759405733744,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
34,blue-collar,married,secondary,0,2.1746191422704304,1,1,cellular,19,nov,-1.3087282100943065,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
39,technician,single,tertiary,0,0.01888176035218,0,0,cellular,18,aug,0.0341835237646707,10,-1,0,0,0,0,Adult,10,10.0,1,1,0,never,0,0,0
46,technician,married,secondary,0,0.3863977806323564,0,0,cellular,7,aug,-0.5646530259298721,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
26,unemployed,single,secondary,0,-0.2106675679131084,0,0,cellular,28,jan,0.1363202807742629,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
37,technician,single,secondary,0,-0.4024874728064286,1,0,unknown,19,may,-0.0407072669918577,8,-1,0,0,0,0,Adult,8,8.0,1,1,0,never,0,0,0
47,blue-collar,married,secondary,0,0.0776133233095747,1,0,cellular,17,apr,0.2595224922130293,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
35,technician,married,secondary,0,0.0277823626074343,0,1,cellular,12,aug,-0.0586352636369903,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
57,unemployed,married,primary,0,-0.4453824591762855,0,0,unknown,9,jun,1.2324867186568484,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
34,management,married,tertiary,0,0.2377825305579984,1,0,cellular,18,may,1.292207562380218,2,356,4,0,1,0,Adult,6,0.4,0,0,0,never,0,1,0
47,technician,married,secondary,0,0.0834120593131462,0,0,cellular,18,aug,1.5615360627617785,4,-1,0,1,0,0,Senior,4,4.0,1,1,0,never,0,0,0
27,technician,married,secondary,0,-0.4387563021834815,1,0,unknown,15,may,-0.6793759405733744,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
40,blue-collar,married,secondary,0,-3.0732438365430004,1,1,cellular,16,jul,2.072816776676696,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
39,technician,married,secondary,0,0.0006023618556341,0,0,cellular,5,feb,0.172004850786946,1,241,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
36,entrepreneur,married,tertiary,0,-0.439603733871328,0,0,telephone,30,oct,0.2920429493433075,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
42,technician,single,secondary,0,-0.4453824591762855,0,0,cellular,21,aug,1.482271295884969,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
23,blue-collar,single,primary,0,2.257917101908371,1,0,unknown,3,jun,0.4436851483748522,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
34,management,married,tertiary,0,-0.3625887520250913,1,0,unknown,8,may,-1.0711603703273127,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,blue-collar,married,secondary,0,-0.3061689246687175,1,1,unknown,26,may,0.0229443503060923,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
49,services,married,secondary,0,0.0451169102117991,0,0,cellular,17,nov,0.4518531756251834,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
57,blue-collar,married,primary,0,0.2153519390550953,0,1,unknown,20,jun,-0.9002342141086664,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
59,retired,married,unknown,0,-0.4453824591762855,0,0,unknown,8,may,0.9345776060458042,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
57,admin.,married,tertiary,0,-0.4116191683843105,0,0,cellular,7,aug,0.254810551312107,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
34,blue-collar,married,secondary,0,0.0841360052557193,1,0,cellular,6,may,-0.0407072669918577,1,90,8,0,1,0,Adult,9,0.1111111111111111,0,0,0,warm,0,1,0
61,management,married,secondary,0,-0.0027712378675353,0,0,cellular,18,aug,2.045338291690315,6,-1,0,1,0,0,Old,6,6.0,1,1,0,never,0,0,0
35,blue-collar,divorced,secondary,0,-0.4453824591762855,1,0,unknown,8,may,1.0768777227478823,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
42,management,married,tertiary,0,-0.1858030755935051,0,0,cellular,4,nov,-0.1918408537058598,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
57,services,married,tertiary,0,-0.4363107763305577,0,0,telephone,8,jul,0.5947160247431659,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
42,blue-collar,married,secondary,0,0.405861325631745,1,0,cellular,13,may,-0.253597825533527,1,364,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,never,0,1,0
53,retired,married,secondary,0,1.5783263713048268,1,1,cellular,14,may,0.8907641045677386,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
63,retired,married,tertiary,0,-0.3625887520250913,1,0,cellular,13,feb,-0.6206091924023379,2,-1,0,0,0,0,Old,2,2.0,0,1,0,never,0,0,0
47,self-employed,married,secondary,0,0.0476880989240194,0,0,unknown,20,jun,1.0156615223229706,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
54,services,married,secondary,0,-0.3869145273640188,1,0,unknown,13,may,0.005897979823894,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
45,admin.,married,secondary,0,-0.4453824591762855,0,0,cellular,19,aug,-0.2820701891630726,10,-1,0,0,0,0,Adult,10,10.0,1,1,0,never,0,0,0
28,management,single,tertiary,0,-1.324807464753781,1,0,telephone,2,feb,0.5873643515710065,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
58,unemployed,married,secondary,0,-0.1487544487501092,1,0,telephone,29,jul,0.2920429493433075,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
48,management,single,tertiary,0,-0.2308554639385351,0,0,cellular,21,jul,1.67763147041537,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
35,management,divorced,tertiary,0,-0.4453824591762855,1,0,telephone,29,oct,-0.1077265689729941,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,self-employed,married,tertiary,0,-0.4453824591762855,0,0,unknown,6,jun,-0.2965578932379944,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,blue-collar,married,secondary,0,-0.1185772035434596,1,0,unknown,6,jun,2.0032232685470635,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,management,married,primary,0,5.642516931807831,0,0,cellular,2,jul,-0.2189084924437898,1,388,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
25,services,single,secondary,0,-1.4002082589393696,0,0,cellular,15,jul,0.2920429493433075,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
58,blue-collar,married,secondary,0,-0.1520087549398935,1,0,cellular,13,may,0.0673211707043015,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
52,management,married,secondary,0,-2.181605376036328,1,0,cellular,22,jul,-0.864247546266032,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
19,student,single,secondary,0,-0.2806321084180876,0,0,cellular,16,jul,0.0889473456586685,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
59,blue-collar,married,secondary,0,1.3597677618068191,1,0,cellular,5,may,0.0618573240207963,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
41,technician,married,secondary,0,-0.4007082313871827,1,1,unknown,8,may,0.1154796340791236,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
34,technician,single,tertiary,0,-0.1398414400634062,0,0,cellular,22,aug,0.1414784887524292,10,-1,0,0,0,0,Adult,10,10.0,1,1,0,never,0,0,0
35,technician,single,secondary,0,1.4770840302319983,1,0,cellular,4,may,-0.1523137894931696,2,167,4,0,1,0,Adult,6,0.4,0,0,0,cold,0,1,0
41,technician,married,secondary,0,-0.0341333461169213,0,0,unknown,16,jun,-1.6160627822769065,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
28,blue-collar,single,secondary,0,1.6368240465420445,1,0,unknown,28,may,1.398647996380486,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
53,management,divorced,secondary,0,-0.3737363050611598,0,1,cellular,11,aug,0.2920429493433075,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
35,services,married,secondary,0,-0.4453824591762855,0,1,telephone,9,jul,-1.4611960221985123,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
33,admin.,single,tertiary,0,-0.1442913628255772,0,0,cellular,8,jul,0.1517338059869999,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,technician,single,secondary,0,-0.2217905571330309,1,0,unknown,26,may,0.1154796340791236,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
32,technician,married,secondary,0,-0.0803500205137143,1,0,unknown,26,may,-0.511231490272068,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
32,blue-collar,married,secondary,0,-0.2034515539099412,1,0,unknown,3,jun,0.0618573240207963,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
54,services,married,unknown,0,2.057152077354516,1,0,unknown,15,may,-0.2820701891630726,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
44,blue-collar,married,secondary,0,0.3237520426739437,1,0,unknown,5,jun,-1.4819319891142886,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
36,technician,divorced,tertiary,0,0.0670701345745061,1,0,cellular,18,nov,0.0172874819661151,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
56,admin.,married,secondary,0,0.1018117812667211,1,0,cellular,17,nov,-0.8761158842253279,2,165,2,0,1,0,Senior,4,0.6666666666666666,0,0,0,cold,0,1,0
30,management,single,tertiary,0,-0.4302589755633341,0,0,unknown,20,may,-0.4684781907331588,11,-1,0,0,0,0,Young,11,11.0,1,1,0,never,0,0,0
36,blue-collar,married,secondary,0,-0.3584209409098844,1,0,unknown,23,may,-0.6016593854785363,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
43,management,married,tertiary,0,0.639784468430572,0,0,cellular,20,nov,0.2164943826862198,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
40,technician,married,secondary,0,0.5859017509540552,1,0,unknown,29,may,-0.4353435971716211,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
32,technician,single,tertiary,0,0.0399664210263728,1,1,cellular,11,aug,-1.0430831448917717,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,blue-collar,married,secondary,0,-0.1874733513423928,1,1,unknown,2,jun,-1.8586089896300395,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,services,married,secondary,0,-0.4442696930118384,0,0,unknown,15,may,0.8455581854540668,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
28,admin.,single,secondary,0,-0.0830810374864719,0,0,cellular,29,jan,1.3732708250141488,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
35,unknown,married,primary,0,-0.1390337564308013,0,0,cellular,7,jul,-0.0230293886169544,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
53,blue-collar,single,secondary,0,1.4726096188729276,0,0,cellular,28,jan,0.4680424288012426,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
60,admin.,married,unknown,0,0.0355430071324101,1,0,cellular,26,may,-0.253597825533527,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
40,entrepreneur,married,secondary,0,0.1945107735253344,1,1,cellular,18,nov,-0.0952731812337657,7,-1,0,0,0,0,Adult,7,7.0,1,1,0,never,0,0,0
57,retired,married,primary,0,-0.3942961400746951,0,0,cellular,28,aug,-0.4939457214615945,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
29,technician,single,secondary,0,-0.3786173964309647,0,0,unknown,19,may,0.5725417222888256,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
44,blue-collar,married,primary,0,-0.3620655497002844,1,0,cellular,7,may,0.7925153124177635,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,admin.,single,secondary,0,-0.0936539243079356,0,0,telephone,21,nov,-0.7202733595461055,7,130,3,0,1,0,Adult,10,1.75,1,0,0,cold,0,1,0
47,technician,married,secondary,0,0.3505300841074942,1,1,cellular,25,aug,-0.5830107239015209,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
43,technician,married,tertiary,0,-0.3326782214931643,0,0,cellular,5,aug,0.0781796826516329,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
37,technician,single,secondary,0,-0.2967830595798466,0,0,cellular,13,may,-0.4684781907331588,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,technician,single,tertiary,0,-0.1585391371483401,1,0,unknown,16,may,1.1078206515511455,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
30,blue-collar,single,secondary,0,-0.133391777335338,1,1,unknown,8,may,0.4680424288012426,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
57,entrepreneur,divorced,secondary,1,-0.4253181378173461,1,0,cellular,11,may,1.474312967554497,1,370,4,0,1,0,Senior,5,0.2,0,0,0,never,0,1,0
26,admin.,single,secondary,0,-0.382462611462797,1,0,cellular,13,may,1.3923436903525372,2,348,3,0,1,0,Young,5,0.5,0,0,0,never,0,1,0
34,management,married,tertiary,0,0.0458518099282252,1,0,cellular,25,jul,-1.25681478388805,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
46,technician,divorced,secondary,0,-0.6408508986932172,0,1,telephone,17,oct,0.397852822146186,1,-1,0,1,0,0,Senior,1,1.0,0,1,0,never,0,0,0
38,entrepreneur,married,tertiary,0,-0.3436230078417683,1,0,cellular,18,may,0.9826625438477702,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,technician,single,secondary,0,0.879015833947551,0,0,cellular,12,aug,1.4980641737041522,3,-1,0,1,0,0,Adult,3,3.0,0,1,0,never,0,0,0
