age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group
42,technician,divorced,secondary,0,-1.176806822480619,1,0,unknown,26,may,0.345998578308668,1,-1,0,0,0,0,Adult
34,management,single,unknown,0,0.19520764701317952,1,0,cellular,16,apr,-0.20530079830724288,1,147,7,0,1,0,Adult
34,admin.,married,secondary,0,0.24259434165543028,0,0,unknown,21,may,-0.17852522585209055,1,-1,0,0,0,0,Adult
51,self-employed,married,tertiary,0,0.3561970560516028,0,0,unknown,16,jun,2.076898608734853,1,-1,0,0,0,0,Senior
58,blue-collar,married,primary,0,-0.44538245917628555,1,0,cellular,31,jul,-2.976261751472113,25,-1,0,0,0,0,Senior
44,technician,married,secondary,0,0.6051863195352194,1,0,cellular,27,jan,1.5690538929391216,1,-1,0,1,0,0,Adult
33,blue-collar,married,secondary,0,-0.3594591313474608,1,1,cellular,18,may,1.626104078933894,2,291,5,1,1,0,Adult
34,management,married,tertiary,0,-0.16386697065259928,0,0,cellular,10,aug,-0.4601082347002513,1,-1,0,0,0,0,Adult
34,admin.,married,secondary,0,-0.20472181818044816,1,0,unknown,7,may,1.2763636048640352,1,-1,0,0,0,0,Adult
42,blue-collar,divorced,secondary,0,-0.4109966333380005,1,1,unknown,8,may,-0.3112190724285923,1,-1,0,0,0,0,Adult
46,management,single,tertiary,0,0.40487381774353526,1,0,cellular,21,jul,-0.7955357859915568,4,-1,0,0,0,0,Senior
31,self-employed,single,tertiary,0,-0.38246261146279703,0,0,cellular,5,feb,1.3167697609929654,1,-1,0,0,0,0,Adult
39,entrepreneur,married,tertiary,0,-0.3897307558217789,1,0,cellular,11,jul,0.022944350306092338,2,-1,0,0,0,0,Adult
34,management,single,tertiary,0,1.7623713968544226,0,0,cellular,28,aug,0.11547963407912364,5,-1,0,0,0,0,Adult
47,technician,married,secondary,0,0.9711715671297779,0,0,cellular,6,aug,1.626104078933894,2,-1,0,0,0,0,Senior
42,services,divorced,secondary,0,-0.24922099595062036,1,1,unknown,6,may,-0.4684781907331588,2,-1,0,0,0,0,Adult
48,blue-collar,single,secondary,0,-2.0583346749456264,0,1,cellular,21,nov,-0.24658150321405217,2,-1,0,0,0,0,Senior
30,self-employed,single,tertiary,0,-0.4103762607145782,0,0,cellular,21,nov,-0.3186161345319812,1,-1,0,0,0,0,Young
38,technician,married,secondary,0,2.0125188210740683,1,0,cellular,20,nov,0.8177252957839941,2,-1,0,0,0,0,Adult
24,services,married,secondary,0,1.1261569707324934,1,0,cellular,11,may,1.6279097285025044,2,-1,0,1,0,0,Young
34,technician,married,secondary,0,-0.4442696930118384,1,0,cellular,19,nov,-0.5830107239015209,1,-1,0,0,0,0,Adult
46,management,single,tertiary,0,-0.41161916838431056,0,1,cellular,17,nov,-0.8761158842253279,1,152,1,0,1,0,Senior
32,admin.,divorced,secondary,1,-0.47594706477591836,1,0,unknown,12,may,-0.21208595723704912,3,-1,0,0,0,0,Adult
46,services,married,secondary,0,-0.21493294168142069,1,1,cellular,13,may,0.8270639961364012,4,-1,0,0,0,0,Senior
26,self-employed,married,tertiary,0,-0.20302842807436494,1,0,cellular,9,feb,-0.3716927152313616,3,-1,0,0,0,0,Young
42,blue-collar,married,secondary,0,-0.44538245917628555,1,0,cellular,21,nov,0.6237356791567796,6,-1,0,0,0,0,Adult
50,technician,married,secondary,0,0.0509899811790523,1,0,cellular,23,jul,-0.48539601454507775,2,-1,0,0,0,0,Senior
41,blue-collar,married,primary,0,-0.2417477644004596,1,0,unknown,16,jun,-0.7955357859915568,6,-1,0,0,0,0,Adult
34,admin.,single,secondary,0,-0.4363107763305577,0,1,cellular,18,nov,-0.16535060315074257,1,173,3,0,1,0,Adult
32,services,married,secondary,0,-0.2365053500042524,1,0,unknown,15,may,0.4959156123389846,2,-1,0,0,0,0,Adult
58,housemaid,single,tertiary,0,-0.35635183840228446,1,1,cellular,16,jul,-0.4110792020818707,2,-1,0,0,0,0,Senior
45,technician,married,secondary,0,-0.3721239159096795,1,0,cellular,6,may,-0.5830107239015209,1,-1,0,0,0,0,Adult
28,admin.,single,secondary,0,-0.3863544943313455,1,1,cellular,6,feb,-0.10148445288246649,2,-1,0,0,0,0,Young
35,technician,married,secondary,0,-0.383569642030081,1,1,unknown,14,may,0.10493205430403155,5,-1,0,0,0,0,Adult
39,services,married,secondary,0,0.16158229025567428,1,0,unknown,20,may,0.12594188225594244,2,-1,0,0,0,0,Adult
49,unemployed,divorced,tertiary,0,-0.08112989344291222,0,0,cellular,8,nov,-0.2606543479399819,1,871,2,0,1,0,Senior
50,management,married,tertiary,0,-0.3253360847220081,1,0,cellular,4,feb,-0.6693731948945519,1,-1,0,0,0,0,Senior
37,management,married,tertiary,0,-0.3104334021035523,0,0,cellular,3,feb,-0.023029388616954444,1,92,1,1,1,1,Adult
45,blue-collar,married,primary,0,0.4957765088825833,0,0,cellular,6,aug,-0.3716927152313616,2,-1,0,0,0,0,Adult
30,housemaid,single,secondary,0,0.32845150776219,0,0,cellular,6,feb,-0.1139998633461117,1,-1,0,0,0,0,Young
48,unemployed,married,tertiary,0,-1.7859707175396209,1,0,unknown,19,may,1.505899643609633,7,-1,0,0,0,0,Senior
36,management,single,tertiary,0,0.19416227985030463,1,0,cellular,8,may,-0.864247546266032,3,170,1,0,1,0,Adult
41,management,single,secondary,0,-0.0873809714288652,0,0,cellular,12,jun,0.21649438268621984,2,-1,0,0,0,0,Adult
55,blue-collar,married,secondary,0,-0.2443790404560118,0,0,unknown,5,may,0.4680424288012426,1,-1,0,0,0,0,Senior
70,retired,married,primary,0,0.914169803374505,0,0,cellular,16,mar,1.4049260458827508,1,-1,0,0,0,0,Old
41,management,married,tertiary,0,-0.26973837616848456,1,0,cellular,5,may,1.7241160855970434,1,-1,0,1,0,0,Adult
47,services,divorced,secondary,0,-0.11618758408050608,0,0,cellular,6,feb,0.45997205700105015,6,-1,0,0,0,0,Senior
34,technician,single,secondary,0,-0.44538245917628555,0,0,cellular,21,aug,-0.15881516558614045,2,-1,0,0,0,0,Adult
33,management,single,tertiary,0,-0.38080917329022496,0,0,cellular,8,jul,-0.18516520993211266,1,-1,0,0,0,0,Adult
58,retired,married,secondary,0,-0.19333645354349793,1,0,cellular,12,may,0.045324841893102784,2,370,3,0,1,0,Senior
51,management,married,tertiary,0,-0.47020814325638316,0,0,cellular,25,jul,0.12594188225594244,2,-1,0,0,0,0,Senior
45,management,married,tertiary,0,0.33012850314656195,1,0,unknown,29,may,-1.420934633178454,15,-1,0,0,0,0,Adult
55,admin.,married,secondary,0,-0.44538245917628555,0,0,cellular,23,sep,-0.0526310001155103,2,238,3,0,1,1,Senior
30,blue-collar,single,primary,0,-0.3361368737081923,0,0,unknown,26,jun,-2.4909558641626535,1,-1,0,0,0,0,Young
33,management,single,secondary,0,-1.6314015952556629,1,0,unknown,26,may,1.8464380956421582,1,-1,0,0,0,0,Adult
27,services,single,secondary,0,-0.44538245917628555,1,0,unknown,7,may,0.8239579570983917,7,-1,0,0,0,0,Young
59,retired,married,secondary,0,-0.27290147978319795,1,0,unknown,5,may,-0.2965578932379944,3,-1,0,0,0,0,Senior
34,management,single,tertiary,0,-0.34312061531255483,1,0,cellular,7,may,0.011605439811959354,1,294,1,0,1,0,Adult
47,technician,divorced,tertiary,0,-4.233423125791572,1,1,unknown,27,may,-1.1146749651642027,2,-1,0,0,0,0,Senior
44,blue-collar,married,primary,0,-0.4628384116036832,1,0,unknown,9,may,-2.376329817268881,1,-1,0,0,0,0,Adult
35,admin.,single,secondary,0,-0.44538245917628555,1,0,cellular,13,may,2.1460675971081193,1,-1,0,1,0,0,Adult
45,management,married,tertiary,0,-0.9570720914954362,1,0,cellular,6,may,0.6556686691755642,2,-1,0,0,0,0,Adult
42,blue-collar,married,primary,0,-0.11102189134405323,1,1,telephone,31,jul,-0.7844766245848622,10,-1,0,0,0,0,Adult
38,technician,married,secondary,0,0.33079909805949115,0,0,cellular,2,jun,-0.1330102392108096,1,298,10,0,1,0,Adult
34,technician,single,secondary,0,-0.018583662213051563,0,0,cellular,29,aug,-0.699643978509556,4,-1,0,0,0,0,Adult
35,technician,married,secondary,0,-0.2692874323576223,1,0,cellular,13,apr,1.2254384559752038,3,-1,0,0,0,0,Adult
29,management,single,secondary,0,-0.6791456326134138,1,0,unknown,27,may,-2.976261751472113,3,-1,0,0,0,0,Young
58,retired,married,secondary,0,-0.0035216237087867977,0,0,cellular,5,aug,-0.32605829167204203,1,-1,0,0,0,0,Senior
44,blue-collar,single,primary,0,-0.07840179121165224,1,0,unknown,30,may,1.3011861417510233,2,-1,0,0,0,0,Adult
45,entrepreneur,married,tertiary,0,-0.44538245917628555,1,0,cellular,29,jul,-0.6594558049915068,3,-1,0,0,0,0,Adult
43,blue-collar,married,secondary,0,0.6940679413930768,1,0,unknown,15,may,0.32378296620516206,2,-1,0,0,0,0,Adult
44,services,married,secondary,0,1.4907739713103605,1,0,cellular,1,apr,1.1969042348246013,2,-1,0,0,0,0,Adult
30,technician,single,secondary,0,-0.07723384506769336,0,0,cellular,20,aug,1.5596508376569722,3,-1,0,0,0,0,Young
38,unemployed,married,tertiary,0,0.1654537706589881,0,0,unknown,26,may,1.2207208792822897,6,-1,0,0,0,0,Adult
50,technician,married,secondary,0,0.15241177759367228,0,0,cellular,6,aug,-0.3872936563374032,3,-1,0,0,0,0,Senior
21,student,single,secondary,0,-0.12017222162206218,0,0,unknown,20,aug,-2.872455047410889,1,-1,0,0,0,0,Young
38,entrepreneur,married,tertiary,0,-0.3152033250778049,1,0,cellular,5,feb,-0.6110959880644231,1,-1,0,0,0,0,Adult
42,admin.,married,secondary,0,-0.44538245917628555,0,0,unknown,19,jun,0.7668451078111597,1,-1,0,0,0,0,Adult
45,technician,single,tertiary,0,0.38275894379195363,0,0,cellular,29,aug,-1.7709351168323606,14,-1,0,0,0,0,Adult
34,entrepreneur,married,secondary,0,-0.44325040435771623,1,1,cellular,5,may,-0.028894690205289394,1,167,6,0,1,0,Adult
48,technician,married,secondary,0,-0.3302205973635927,0,1,cellular,3,feb,-1.3633279293590175,2,222,3,0,1,0,Senior
34,services,married,secondary,0,-0.44538245917628555,0,1,unknown,2,jul,0.022944350306092338,4,-1,0,0,0,0,Adult
32,blue-collar,married,secondary,0,0.32207227052284504,1,0,cellular,16,jul,1.5839800767776102,2,-1,0,1,0,0,Adult
35,technician,married,tertiary,0,-0.37051847679832417,0,0,cellular,6,aug,0.7274358723660933,2,-1,0,0,0,0,Adult
39,entrepreneur,married,tertiary,0,0.5633643712110734,1,0,unknown,20,may,0.32378296620516206,1,-1,0,0,0,0,Adult
36,self-employed,married,tertiary,0,4.178658455962437,1,0,unknown,6,jun,0.045324841893102784,3,-1,0,0,0,0,Adult
35,technician,married,secondary,0,-0.43397561668548146,0,0,cellular,22,aug,-0.7202733595461055,2,-1,0,0,0,0,Adult
57,services,divorced,secondary,0,-0.43321661464888744,0,1,cellular,22,jul,0.9909834400207069,2,-1,0,0,0,0,Senior
28,technician,single,secondary,0,-0.0854251847219978,1,0,cellular,15,may,-0.22576885295723667,1,371,2,0,1,0,Young
43,admin.,married,unknown,0,0.8245633626092644,0,0,unknown,18,jun,-0.5376410345457233,1,-1,0,0,0,0,Adult
57,management,married,secondary,0,-0.3594591313474608,0,0,cellular,17,aug,-0.8761158842253279,1,-1,0,0,0,0,Senior
34,services,divorced,secondary,0,-0.32777331736731874,1,0,unknown,15,may,0.5873643515710065,1,-1,0,0,0,0,Adult
36,technician,married,tertiary,0,-0.43960373387132806,1,0,cellular,27,jan,-0.6594558049915068,1,435,1,0,1,0,Adult
47,management,divorced,tertiary,0,0.5221547364156685,0,0,unknown,20,jun,-1.5030954552784113,3,-1,0,0,0,0,Senior
36,management,divorced,tertiary,0,1.3260111936570438,1,0,unknown,2,jun,-1.223562700078979,25,-1,0,0,0,0,Adult
33,management,married,tertiary,0,0.38639778063235647,0,0,cellular,20,nov,-1.0430831448917715,1,-1,0,0,0,0,Adult
57,management,married,tertiary,0,-0.27244890586603543,0,0,cellular,7,aug,-0.9248815975927783,2,-1,0,0,0,0,Senior
57,management,married,tertiary,0,0.8081369192949623,1,0,unknown,16,may,-0.9629016454097278,1,-1,0,0,0,0,Senior
34,admin.,married,secondary,0,-0.4091417992781409,1,0,unknown,20,may,-0.773523441960531,2,-1,0,0,0,0,Adult
51,housemaid,divorced,tertiary,0,-0.25010389616982615,1,0,cellular,19,aug,-0.5737961200764227,3,-1,0,0,0,0,Senior
54,blue-collar,divorced,primary,0,-0.8883946857458351,0,0,cellular,9,jul,-0.6793759405733744,1,-1,0,0,0,0,Senior
52,self-employed,single,tertiary,0,0.22606829869877587,1,0,unknown,5,jun,-2.0252909116790097,17,-1,0,0,0,0,Senior
43,entrepreneur,married,tertiary,0,3.442249850473553,1,0,cellular,18,nov,1.0452617806884967,1,-1,0,0,0,0,Adult
58,retired,single,primary,0,1.708940541178273,0,0,cellular,21,jul,-0.6016593854785363,3,-1,0,0,0,0,Senior
53,admin.,married,secondary,0,-0.3166410309748455,1,0,cellular,20,apr,0.5347670145620519,1,340,1,0,1,0,Senior
44,management,married,secondary,0,-2.4494381867762254,0,0,cellular,30,jul,0.6730956197504527,3,-1,0,0,0,0,Adult
29,management,single,tertiary,0,-0.44538245917628555,0,0,unknown,16,may,-2.2283126168333864,25,-1,0,0,0,0,Young
27,services,single,secondary,0,-0.40669670462959634,1,0,unknown,28,may,1.2395015663988969,2,-1,0,1,0,0,Young
35,blue-collar,married,primary,0,-0.41161916838431056,0,0,cellular,8,jul,0.659171651391962,3,-1,0,0,0,0,Adult
40,self-employed,married,secondary,0,-0.44325040435771623,0,0,cellular,22,aug,0.045324841893102784,5,-1,0,0,0,0,Adult
34,blue-collar,married,secondary,0,-0.3786173964309647,1,1,unknown,8,may,1.9860638140238562,2,-1,0,0,0,0,Adult
38,admin.,single,secondary,0,-0.041379061141616054,1,0,cellular,12,may,-0.7099126299891974,1,327,9,0,1,0,Adult
32,services,married,secondary,0,-0.40609014472850335,1,0,unknown,15,may,1.2464833405870073,9,-1,0,0,0,0,Adult
41,admin.,married,secondary,0,2.155949067378252,1,1,unknown,30,may,-0.44354179533772986,4,-1,0,0,0,0,Adult
25,blue-collar,single,secondary,0,-0.02995011634938867,1,0,cellular,7,jul,-0.5376410345457233,4,-1,0,0,0,0,Young
38,blue-collar,divorced,secondary,0,-0.15486219069033025,1,0,cellular,7,may,0.2874459126177749,3,-1,0,0,0,0,Adult
26,technician,single,secondary,0,-0.4387563021834815,1,0,cellular,22,jul,-0.005594188098667023,2,-1,0,0,0,0,Young
37,technician,single,tertiary,0,0.23915802371685474,0,0,cellular,19,aug,0.05637013232608835,5,-1,0,0,0,0,Adult
30,management,married,tertiary,0,-0.37916399990189936,1,0,cellular,5,apr,1.0585189134824826,7,426,3,1,1,0,Young
36,services,married,secondary,0,-0.2643420242836318,0,0,unknown,14,may,-0.7626740617525385,1,-1,0,0,0,0,Adult
33,management,married,secondary,0,0.7163780306761443,1,0,unknown,23,may,0.7005311133443641,5,-1,0,0,0,0,Adult
33,admin.,single,tertiary,0,-0.1983836809722249,1,0,cellular,7,may,-1.7165743265615006,1,363,2,0,1,0,Adult
35,management,married,tertiary,0,0.5754390270968117,1,0,cellular,9,jul,-0.20530079830724288,1,-1,0,0,0,0,Adult
24,services,married,tertiary,0,-0.44538245917628555,1,0,unknown,27,may,0.5154800464366859,1,-1,0,0,0,0,Young
29,unemployed,married,secondary,0,-0.15445421577974516,0,0,cellular,30,jan,1.1604412956305805,2,-1,0,0,0,0,Young
54,blue-collar,married,secondary,0,0.3734819506827808,1,0,cellular,25,aug,-0.07073005112193026,4,-1,0,0,0,0,Senior
27,admin.,married,secondary,0,-0.3631126068480588,0,0,cellular,13,oct,-0.45179639200042815,2,-1,0,0,0,0,Young
34,management,married,secondary,0,-0.44538245917628555,0,0,cellular,2,feb,0.39785282214618606,1,-1,0,0,0,0,Adult
39,blue-collar,married,primary,0,-0.24350119065395348,1,0,unknown,16,may,0.19196527460571838,4,-1,0,0,0,0,Adult
38,management,married,tertiary,0,-0.3176012712468945,0,0,cellular,28,jan,-1.0999764361467186,1,-1,0,0,0,0,Adult
37,management,married,tertiary,0,-0.44538245917628555,1,0,unknown,3,jun,0.2966240642574004,13,-1,0,0,0,0,Adult
26,services,single,secondary,0,-0.18914578673606225,1,1,cellular,30,jan,0.0942976203074085,5,239,3,0,1,0,Young
36,entrepreneur,married,tertiary,0,0.06524797659769989,1,0,unknown,6,may,-0.1266413503888223,2,-1,0,0,0,0,Adult
35,management,single,tertiary,0,-0.3966086147209239,1,0,unknown,21,may,1.803489844630941,12,-1,0,0,0,0,Adult
30,management,single,tertiary,0,-0.01971756270449479,0,0,cellular,8,aug,-0.3872936563374032,2,-1,0,0,0,0,Young
25,technician,single,secondary,0,-0.615891790020585,1,1,unknown,3,jun,-0.773523441960531,1,-1,0,0,0,0,Young
34,technician,married,secondary,0,-0.44538245917628555,1,0,cellular,29,aug,-0.511231490272068,4,-1,0,0,0,0,Adult
52,unknown,married,unknown,0,0.11865941412817399,0,0,unknown,12,jun,-1.175544418357644,1,-1,0,0,0,0,Senior
39,admin.,married,secondary,0,-0.3391187568733713,0,0,unknown,6,sep,-1.5924377745134695,1,-1,0,0,0,0,Adult
34,management,married,secondary,0,0.005466362736655776,1,0,cellular,21,jul,0.2642176381843297,2,-1,0,0,0,0,Adult
34,management,single,secondary,0,-0.44538245917628555,0,0,cellular,22,aug,-0.3794680549767789,4,-1,0,0,0,0,Adult
30,services,married,secondary,0,0.10755864137062317,1,1,cellular,17,jul,1.241832482597195,1,-1,0,0,0,0,Young
33,services,married,secondary,0,-0.07179315589473956,1,1,unknown,8,may,0.3807906391119565,1,-1,0,0,0,0,Adult
30,student,single,secondary,0,-0.4413642994705198,0,0,cellular,4,feb,0.9854415270097846,2,-1,0,0,0,0,Young
51,blue-collar,married,primary,0,-0.44538245917628555,1,0,cellular,10,jul,0.6093023734455894,1,-1,0,0,0,0,Senior
36,services,single,secondary,0,-0.22955587053801269,1,0,cellular,6,feb,-2.2749726703025086,10,207,3,0,1,0,Adult
48,blue-collar,married,primary,0,0.24499772152611915,0,0,cellular,28,jan,0.36784965291038185,2,-1,0,0,0,0,Senior
37,services,divorced,secondary,0,-0.1808050144245077,1,0,unknown,11,jun,0.05637013232608835,1,-1,0,0,0,0,Adult
58,management,married,secondary,0,-0.23389397701126693,1,0,cellular,29,jul,-0.2820701891630726,2,-1,0,0,0,0,Senior
56,management,divorced,tertiary,0,-0.12897305405128873,0,1,cellular,2,jun,-1.2073167346003943,1,-1,0,0,0,0,Senior
34,blue-collar,married,secondary,0,-0.23999733909600116,1,0,cellular,5,may,-2.4909558641626535,9,-1,0,0,0,0,Adult
33,admin.,divorced,secondary,0,-0.1281709764618036,1,0,cellular,18,nov,0.8937272821176746,1,173,2,0,1,0,Adult
26,services,single,secondary,0,-0.44538245917628555,0,0,cellular,29,jul,-0.14584609252181172,23,-1,0,0,0,0,Young
40,management,single,unknown,0,-0.05864513087471816,1,0,unknown,12,may,1.407012935119009,3,-1,0,0,0,0,Adult
35,services,married,secondary,0,-0.33120238855286765,1,0,cellular,17,apr,0.07817968265163294,1,-1,0,0,0,0,Adult
45,entrepreneur,married,secondary,0,-0.39835704622527285,1,0,unknown,7,may,0.3282558859287954,1,-1,0,0,0,0,Adult
37,technician,single,secondary,0,-1.0625734382836924,1,0,cellular,13,aug,2.2421677458139473,6,-1,0,1,0,0,Adult
35,management,divorced,tertiary,0,-0.27199656735169553,1,0,unknown,9,may,0.00016485432392033167,1,-1,0,0,0,0,Adult
43,services,single,secondary,0,0.79960253796981,1,0,cellular,12,nov,1.5802620955145226,2,97,2,1,1,1,Adult
28,blue-collar,married,secondary,0,-0.437926427397188,1,0,cellular,15,may,0.03976629927554041,1,-1,0,0,0,0,Young
32,blue-collar,divorced,secondary,0,-0.09719227734457346,1,0,unknown,9,may,-0.10772656897299418,1,-1,0,0,0,0,Adult
26,unemployed,single,secondary,0,-0.14388628453908733,0,0,cellular,28,jan,2.5770729401322203,2,-1,0,1,0,0,Young
35,services,married,secondary,0,-0.35275346372955113,1,0,unknown,2,jun,1.2854379368087003,1,-1,0,1,0,0,Adult
35,technician,single,secondary,0,-0.44325040435771623,0,0,cellular,11,aug,0.2595224922130293,4,-1,0,0,0,0,Adult
39,blue-collar,married,secondary,0,0.16193444672579857,1,0,telephone,28,jul,-0.9629016454097278,6,-1,0,0,0,0,Adult
42,blue-collar,divorced,secondary,0,0.18019106595255124,1,0,cellular,6,may,0.07817968265163294,2,334,2,0,1,0,Adult
32,technician,single,secondary,0,1.6629306110765076,1,0,cellular,6,may,-0.19184085370585988,1,167,1,0,1,1,Adult
30,unemployed,married,secondary,0,0.08015184394423598,0,0,cellular,9,jul,-0.6594558049915068,4,-1,0,0,0,0,Young
26,management,single,tertiary,0,-0.3683883513274156,0,1,cellular,8,jul,-0.17852522585209055,1,-1,0,0,0,0,Young
30,student,single,secondary,0,-0.44538245917628555,1,0,cellular,19,nov,1.4921610219516164,1,-1,0,0,0,0,Young
32,management,married,tertiary,0,-0.401892827541779,1,0,cellular,14,may,-0.13941169888567914,1,-1,0,0,0,0,Adult
47,services,married,secondary,0,0.7782150066513719,1,1,cellular,29,jul,-0.5287723594454672,2,-1,0,0,0,0,Senior
33,technician,married,tertiary,0,4.3100726247203625,1,0,unknown,29,may,-1.175544418357644,1,-1,0,0,0,0,Adult
57,blue-collar,married,primary,0,-0.42670415664434647,1,0,telephone,31,jul,-1.8896939071365269,8,-1,0,0,0,0,Senior
35,admin.,married,secondary,0,-0.44538245917628555,1,0,cellular,7,may,-0.4684781907331588,2,-1,0,0,0,0,Adult
53,technician,married,tertiary,0,1.5719596794434987,0,1,unknown,16,jun,0.196908044747213,4,-1,0,0,0,0,Senior
24,retired,single,secondary,0,-0.25187208739742245,0,1,unknown,16,may,0.2357922001363494,2,-1,0,0,0,0,Young
54,management,divorced,tertiary,0,-0.44538245917628555,0,1,cellular,10,jul,-0.7844766245848622,1,-1,0,0,0,0,Senior
31,management,married,tertiary,0,0.12793613047784091,1,1,unknown,21,may,-0.8179811088092919,1,-1,0,0,0,0,Adult
41,entrepreneur,married,secondary,0,0.3887117453651133,1,0,cellular,18,nov,-0.3639669427880143,1,-1,0,0,0,0,Adult
44,unknown,married,secondary,0,0.45885570135897247,0,0,cellular,4,aug,0.3147916657493839,3,-1,0,0,0,0,Adult
35,services,single,secondary,0,-0.4186272389457845,1,0,cellular,14,may,-0.2326674961608044,1,-1,0,0,0,0,Adult
30,management,married,tertiary,0,-0.04367256426296421,0,0,cellular,13,aug,0.07276188653199597,1,83,5,0,1,0,Young
43,blue-collar,single,primary,0,-0.42192741905966,1,0,unknown,30,may,0.7956913594177236,17,-1,0,0,0,0,Adult
51,entrepreneur,married,secondary,1,-8.031021036215918,0,1,cellular,28,jul,-0.45179639200042815,6,-1,0,0,0,0,Senior
60,retired,married,secondary,0,-0.3863544943313455,0,0,cellular,30,apr,-0.20530079830724288,2,-1,0,0,0,0,Senior
43,self-employed,married,secondary,0,-0.37807167003561043,0,0,unknown,17,jun,0.6380193793718352,1,-1,0,0,0,0,Adult
31,management,married,tertiary,0,0.26962253523143337,1,0,telephone,14,may,-0.7626740617525385,3,-1,0,0,0,0,Adult
56,management,married,primary,0,-0.08425273125853867,1,0,telephone,20,nov,0.4840401262687935,1,-1,0,0,0,0,Senior
42,technician,married,secondary,0,0.020738845738097797,1,0,telephone,6,feb,-1.955068554189405,2,-1,0,0,0,0,Adult
52,entrepreneur,married,primary,0,-0.1560868023434178,0,0,cellular,21,jul,-0.4601082347002513,2,-1,0,0,0,0,Senior
40,technician,married,secondary,0,-0.44538245917628555,1,1,cellular,26,jul,-0.6110959880644231,2,172,1,0,1,0,Adult
36,services,married,secondary,0,0.6953096725489477,1,0,telephone,11,may,2.234781999988247,4,-1,0,0,0,0,Adult
40,services,married,primary,0,-0.4199374866140624,0,0,unknown,26,may,-1.0022663271983454,3,-1,0,0,0,0,Adult
46,blue-collar,married,secondary,0,-0.44538245917628555,1,0,cellular,8,may,0.3721772546840746,2,-1,0,0,0,0,Senior
32,admin.,single,secondary,0,0.23502987971287545,0,0,cellular,27,may,0.08357476726006927,2,-1,0,0,0,0,Adult
31,housemaid,single,tertiary,0,-0.28751356426645697,1,0,cellular,19,nov,-0.040707266991857755,1,-1,0,0,0,0,Adult
41,technician,divorced,secondary,0,-0.44538245917628555,1,0,cellular,17,nov,0.8177252957839941,2,-1,0,0,0,0,Adult
58,housemaid,married,primary,0,-0.22869034063499133,0,1,unknown,5,jun,0.49985111261083637,3,-1,0,0,0,0,Senior
36,services,married,secondary,0,-0.3014607988855432,1,0,cellular,12,may,-0.8067031735525366,2,-1,0,0,0,0,Adult
52,technician,married,secondary,0,-0.37051847679832417,0,0,cellular,28,aug,-2.2283126168333864,20,-1,0,0,0,0,Senior
42,management,married,tertiary,0,-0.30428193886940236,0,0,cellular,20,aug,0.8996351937340507,2,-1,0,0,0,0,Adult
32,management,single,tertiary,0,0.26314102680491036,1,1,unknown,29,may,0.6056702709860787,3,-1,0,0,0,0,Adult
62,management,married,tertiary,0,-0.44538245917628555,0,0,cellular,13,oct,-0.9002342141086664,3,-1,0,0,0,0,Old
31,technician,single,tertiary,0,-0.42670415664434647,0,0,cellular,25,aug,-0.4684781907331588,3,-1,0,0,0,0,Adult
41,blue-collar,single,secondary,1,-1.508489897571266,0,1,cellular,20,nov,1.0768777227478823,1,-1,0,1,0,0,Adult
34,self-employed,married,tertiary,0,1.4117159192347466,0,0,cellular,19,nov,0.3764908842898673,1,-1,0,0,0,0,Adult
44,management,single,tertiary,0,1.2884154377040973,0,0,cellular,27,oct,0.9142986631157833,2,-1,0,1,0,0,Adult
42,blue-collar,married,primary,0,1.8369053617882125,1,0,cellular,28,jul,0.8177252957839941,4,-1,0,0,0,0,Adult
37,entrepreneur,single,secondary,0,-0.13098002753695612,0,0,unknown,19,may,1.3539528370869243,2,-1,0,0,0,0,Adult
47,management,married,tertiary,0,0.3170285284603799,0,0,cellular,8,jul,-0.1719204912563499,1,-1,0,0,0,0,Senior
32,unemployed,married,secondary,0,0.4851192030394046,1,1,cellular,5,feb,1.0047456107931363,3,-1,0,0,0,0,Adult
46,blue-collar,married,secondary,0,-0.18622044312708197,1,0,cellular,25,aug,0.15173380598699993,6,-1,0,0,0,0,Senior
39,technician,single,tertiary,0,0.07289237245621001,0,0,cellular,8,aug,-0.34866139537763097,1,-1,0,0,0,0,Adult
28,services,single,secondary,0,-0.31472479041193413,1,0,unknown,9,may,0.6020285490492412,1,-1,0,0,0,0,Young
26,student,single,secondary,0,-0.3272850762679848,0,0,cellular,16,nov,-0.6206091924023379,1,196,1,0,1,0,Young
52,technician,married,secondary,0,0.2927243791101861,0,1,cellular,17,nov,0.00016485432392033167,2,111,4,0,1,0,Senior
42,unemployed,married,secondary,0,0.1086348454116401,0,0,cellular,15,jul,0.3102730614722437,4,415,2,1,1,0,Adult
33,technician,divorced,tertiary,0,-0.41604232449792017,0,0,cellular,19,aug,-0.45179639200042815,5,-1,0,0,0,0,Adult
73,retired,married,primary,0,-0.07490016818529456,0,0,cellular,23,oct,0.9403191271076771,1,182,2,1,1,0,Old
35,admin.,single,secondary,0,-0.40488240705226836,0,1,cellular,8,jul,1.4338832830389492,2,-1,0,0,0,0,Adult
40,management,married,tertiary,0,0.20008152880460428,1,0,cellular,13,apr,-0.6496222081188298,3,-1,0,0,0,0,Adult
51,technician,married,secondary,0,-0.37105286377179475,0,0,cellular,24,aug,1.0505791932037858,2,88,4,1,1,0,Senior
